step,type,amount,Amount Category,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
546,TRANSFER,534158.52,Medium,C1792498833,534158.52,0,C1687427333,0,0,1
300,PAYMENT,9537.5,Medium,C750579549,0,0,M860872848,0,,0
42,PAYMENT,908.85,Low,C145242888,26969.24,26060.39,M641265469,0,0,0
370,CASH_IN,42027.66,Medium,C455124062,591,42618.66,C71896388,0,0,0
134,CASH_OUT,250970.92,Medium,C1001323497,10916,0,C1662429995,288876.47,539847.4,0
96,PAYMENT,97.93,Low,C1221952063,11148,11050.07,M1847867294,0,0,0
46,CASH_OUT,71372,Medium,C313736303,71372,0,C935310781,613464.04,684836.04,1
564,TRANSFER,3968964.4,High,C432264411,3968964.4,,C536142403,0,0,1
306,CASH_OUT,850530.59,Medium,C657363011,850530.59,0,C936698630,177074.44,1027605.03,1
407,CASH_OUT,48132.52,Medium,C948664431,48132.52,0,C1693545577,94309.66,142442.19,1
211,CASH_OUT,117961.35,Medium,C1379975638,0,,C1351115755,2538755.37,2656716.71,0
726,TRANSFER,316882.94,Medium,C1238333344,316882.94,0,C1708390598,0,0,1
183,CASH_OUT,57324.72,Medium,C1207899693,0,0,C1309311919,1768993.09,1826317.81,0
161,CASH_IN,82895.08,Medium,C1411854565,5440538.7,5523433.77,C93407202,405795.87,322900.79,0
15,CASH_IN,262040.85,Medium,C830136262,19848.09,281888.93,C1601128804,0,0,0
371,CASH_OUT,88727.34,Medium,C1242526676,135775,47047.66,C386049027,145503.78,392662.42,0
694,TRANSFER,174107.36,Medium,C1167176851,174107.36,0,C1633521068,0,0,1
159,,203604.13,Medium,C1263631258,0,0,C2044341604,284003.38,487607.51,0
382,CASH_OUT,26421.62,Medium,C1327119951,203560,177138.38,C17872295,0,26421.62,0
187,CASH_IN,279596.48,Medium,C2084471347,314321,593917.48,C350924168,0,,0
308,PAYMENT,757.73,Low,C788725021,77621.09,76863.36,M2069312898,0,0,0
149,CASH_OUT,155534.95,Medium,C1961781610,155534.95,0,C1530802023,88096.9,243631.85,1
714,TRANSFER,69724.85,Medium,C50671778,69724.85,0,C670607251,0,0,1
378,PAYMENT,91045.4,Medium,C582734460,0,0,M264860075,0,0,0
22,CASH_OUT,89571.46,Medium,C1022920965,,0,C1460548505,1929428.01,2018999.47,1
260,PAYMENT,2011.14,Low,C783277530,1485.62,0,M1318349663,0,0,0
576,PAYMENT,12383.39,Medium,C385109772,,0,M1655066909,0,0,0
8,CASH_OUT,,,C232356745,20547,0,C684896216,12767.09,210535.25,0
635,TRANSFER,580010.03,Medium,C1797123067,580010.03,0,C1963008787,0,0,1
259,CASH_IN,116565.83,Medium,C594936230,1146689.24,,C1975638566,1430280.63,1313714.8,0
209,CASH_OUT,,,C2075055478,111,0,C352071423,1773224.73,2231460.48,0
35,CASH_IN,180819.41,Medium,C437678391,1136851.38,1317670.78,C320948530,843989.23,663169.82,0
68,TRANSFER,281743.12,Medium,C2139323336,281743.12,0,C1787061281,0,0,1
22,PAYMENT,1800.29,Low,C672762328,41747,39946.71,M2012979518,0,0,0
22,CASH_OUT,77773.14,Medium,C598573300,77773.14,0,C2060664104,1853403.61,1931176.75,1
380,CASH_OUT,143940.59,Medium,C1193786433,31629.51,0,C1602658764,,292675.78,0
556,TRANSFER,544352.53,Medium,C1346698733,544352.53,0,C302377152,0,0,1
184,PAYMENT,,,C465371800,0,0,M1941994143,0,0,0
141,CASH_OUT,114239.53,Medium,C1323116836,194203,79963.47,C2098362879,0,114239.53,0
329,CASH_IN,253721.08,Medium,C1889580965,32133,285854.08,C1837279890,1114215.12,860494.04,0
317,TRANSFER,487276.8,Medium,C1002859898,487276.8,0,C647242478,0,0,1
183,PAYMENT,,,C800222713,13148,8093.2,M2025445287,0,0,0
712,TRANSFER,16514.64,Medium,C1427122202,16514.64,0,C420183005,0,0,1
322,PAYMENT,1948.53,Low,C510607939,0,0,M1685166853,0,0,0
149,CASH_OUT,172510.95,Medium,C1961658311,172510.95,,C430727809,590592.52,763103.47,1
596,CASH_OUT,29481.33,Medium,C1451206172,20665,0,C532049229,0,29481.33,0
300,PAYMENT,19837.54,Medium,C1917017147,5489,0,M1747402568,0,0,0
348,CASH_OUT,19760.86,Medium,C543186987,,0,C884757033,217709.56,237470.42,0
476,,37394.15,Medium,C534886270,37394.15,0,C998024073,281667.87,319062.02,1
592,TRANSFER,1170213.18,Medium,C902859339,1170213.18,,C1563520398,0,0,1
249,CASH_IN,105635.48,Medium,C849395711,6467,,C1239476123,0,0,0
223,TRANSFER,,,C883385681,181588.3,0,C57838104,0,0,1
15,PAYMENT,10461.21,Medium,C2001288727,30321,19859.79,M74108084,0,0,0
385,TRANSFER,627088.33,Medium,C2099684775,627088.33,0,C835286210,0,0,1
352,PAYMENT,9191.47,Medium,C184790151,55687,46495.53,M1031230719,0,0,0
300,PAYMENT,54232.08,Medium,C1074010767,0,0,M578939835,0,0,0
649,CASH_OUT,30674.98,Medium,C31510434,30674.98,0,C1809202550,326371.7,357046.68,1
273,CASH_OUT,220210.7,Medium,C174859316,12566,0,C929209650,1196874.99,1417085.69,0
186,CASH_OUT,182090.75,Medium,C227486496,62645,0,C1945388459,429665.62,1020899.66,0
228,CASH_OUT,10000000,High,C2022162818,10000000,0,C1201081149,0,,1
330,TRANSFER,91045.4,Medium,C1371377403,1031608.37,0,C1639950711,0,0,1
276,PAYMENT,8927.96,Medium,C569559176,0,0,M1942687321,0,0,0
178,TRANSFER,763913.96,Medium,C604295926,763913.96,0,C1097845207,0,0,1
10,CASH_OUT,435085.86,Medium,C1527728187,23632,0,C1985323778,0,641865.3,0
520,CASH_IN,23791.28,Medium,C1772423712,21933,45724.28,C890016517,,0,0
532,CASH_OUT,254719.63,Medium,C1634365603,254719.63,0,C192491518,0,254719.63,1
566,CASH_OUT,246730.42,Medium,C1755693388,9374,0,C2135488084,0,246730.42,0
690,TRANSFER,1291414.92,Medium,C2009586185,0,0,C2112172953,2509912.32,3801327.24,0
332,PAYMENT,9586.92,Medium,C1286208757,14823,5236.08,M1456421903,0,0,0
399,CASH_OUT,313773.15,Medium,C2028584636,0,0,C1309187385,,,0
13,PAYMENT,8756.21,Medium,C1315845848,0,0,M84124497,0,0,0
13,TRANSFER,123194.95,Medium,C2143112877,79466.45,0,C1755380031,535933.16,263908.84,1
567,TRANSFER,3596.83,Medium,C951711545,3596.83,0,C1106131207,0,0,1
355,PAYMENT,13830.23,Medium,C1828679294,20684,6853.77,M260241549,0,0,0
260,CASH_OUT,138294.47,Medium,C701549263,0,0,C92065841,-17824680.14,11466985.7,0
232,CASH_OUT,1454888.86,Medium,C1822149837,1454888.86,0,C382918282,278158.89,1733047.75,1
406,PAYMENT,72238.32,Medium,C1730903138,0,0,M1570225116,0,0,0
297,TRANSFER,1733298.95,Medium,C1084952450,0,0,C629106087,,7769715.77,0
335,PAYMENT,13580.98,Medium,C461944346,425,0,M153655296,0,0,0
14,,109654.23,Medium,C765238192,0,0,C1135145478,1766358.77,2249825.02,0
181,PAYMENT,15348.95,Medium,C668001022,9975.16,0,M648029944,0,0,0
299,CASH_OUT,1158358.08,Medium,C740548252,1158358.08,0,C1317682776,0,1158358.08,1
270,TRANSFER,144731.73,Medium,C23978336,144731.73,0,C1766457372,0,0,1
322,CASH_IN,38287.02,Medium,C316300477,10719006.44,10757293.46,C44478527,513274.81,474987.79,0
557,TRANSFER,643052.88,Medium,C1888967333,643052.88,0,C1312240019,0,0,1
11,TRANSFER,555873.43,Medium,C333484164,1178531.31,622657.88,C1220911229,6340543.28,6896416.71,0
161,CASH_IN,289200.75,Medium,C16853365,9025,298225.75,C1947710397,851787.23,562586.48,0
130,CASH_OUT,503103.09,Medium,C2090456439,48164,0,C789297938,548233.58,1051336.67,0
390,CASH_OUT,1084144.37,Medium,C1515227045,1084144.37,0,C1377230144,13948.07,1098092.44,1
23,CASH_OUT,146127.1,Medium,C785373587,146127.1,0,C1824914593,177874.39,324001.49,1
234,PAYMENT,19372.4,Medium,C783936345,8050,0,M1906838099,0,0,0
127,CASH_OUT,701707.89,Medium,C906024214,701707.89,0,C322369737,3010281.05,3711988.94,1
326,CASH_OUT,66201.48,Medium,C765751537,,0,C1028458368,,7659849.03,0
396,PAYMENT,40940.69,Medium,C2085565715,,0,M1444963952,0,0,0
65,TRANSFER,174923.28,Medium,C2041556759,174923.28,0,C1497527382,0,0,1
88,CASH_OUT,3607917.73,High,C1513663831,3607917.73,,C1935735129,8391754.13,11999671.85,1
431,CASH_IN,57512.76,Medium,C1396002609,1084651.39,1142164.15,C909675569,9979764.41,9922251.65,0
543,TRANSFER,,,C2080854887,57204.07,0,C2001477258,0,0,1
606,TRANSFER,6575903.12,High,C2128461532,6575903.12,0,C792804461,,0,1
368,CASH_OUT,200419.12,Medium,C1991181153,200419.12,0,C2069255486,4027748.6,4228167.73,1
646,TRANSFER,10000000,High,C590657619,50399045.08,40399045.08,C1971187430,0,0,1
225,CASH_OUT,134225.57,Medium,C545942487,10362,0,C1377000251,26330.43,160556,0
396,CASH_OUT,403735.28,Medium,C5724923,0,0,C1742593057,552435.47,956170.75,0
181,CASH_IN,366034.56,Medium,C52794329,16673448.48,17039483.04,C1227361143,818079.14,452044.58,0
396,CASH_IN,172024.44,Medium,C397359650,212478,384502.44,C406291558,652868.26,480843.82,0
727,CASH_OUT,276298.49,Medium,C238489119,276298.49,0,C2127664545,598892.69,875191.19,1
357,TRANSFER,282332.91,Medium,C830157856,282332.91,0,C1658291646,0,0,1
373,TRANSFER,98557.79,Medium,C1086936320,,0,C1145391366,,5193369.89,0
295,TRANSFER,162756.9,Medium,C1722305169,162756.9,0,C782178061,0,0,1
41,CASH_IN,2758.54,Low,C1647738220,20436,23194.54,C1737262943,0,0,0
509,,40836.05,Medium,C434841874,40836.05,0,C1134131764,0,0,1
17,PAYMENT,,,C214967729,241942.26,239553.48,M1643293622,0,0,0
304,TRANSFER,4895848.52,High,C913921140,0,,C1178949826,10000000,14895848.52,0
386,CASH_IN,,,C661540509,6256872.33,6416569.52,C716293219,1302256.57,1142559.38,0
192,TRANSFER,8783.42,Medium,C552483700,8783.42,0,C877622868,0,0,1
381,CASH_OUT,166818.97,Medium,C2092566708,990,0,C1130717916,56237.98,223056.95,0
349,PAYMENT,17659.1,Medium,C1109359614,0,,M667581251,0,0,0
116,TRANSFER,12477.96,Medium,C250439080,12477.96,0,C225968166,0,0,1
596,TRANSFER,365612.97,Medium,C2142136903,0,0,C678456735,816329.22,1181942.19,0
542,TRANSFER,1068398.61,Medium,C319313160,1068398.61,0,C1921029903,0,0,1
161,CASH_OUT,350114.91,Medium,C1394685467,205,0,C1324500145,0,350114.91,0
382,CASH_OUT,4263.01,Medium,C746819449,0,0,C1752729103,814829.09,819092.09,0
541,CASH_OUT,10000000,High,C430326245,10000000,0,C264263365,0,10000000,1
455,TRANSFER,338083.76,Medium,C2093423573,338083.76,0,C1147445635,0,0,1
301,CASH_OUT,262708.93,Medium,C1786758720,0,0,C1205677385,721202.27,983911.19,0
158,CASH_IN,454415.6,Medium,C1545067659,6380426.9,6834842.5,C1161493880,3713754.92,3259339.32,0
253,PAYMENT,56437.62,Medium,C2103463262,183,0,M2054362192,0,0,0
278,PAYMENT,3727.02,Medium,C301335879,152347.15,148620.13,M2012046579,0,0,0
589,CASH_IN,96220.62,Medium,C1431743233,3688728.64,3784949.26,C953055719,1235285.26,1139064.64,0
38,CASH_IN,122125.2,Medium,C302891311,7634380.03,7756505.23,C63296879,,14062.05,0
255,PAYMENT,18378.1,Medium,C1559726434,19716.36,1338.26,M598483838,0,0,0
36,PAYMENT,,,C155495570,21708,0,M1331531986,0,0,0
162,PAYMENT,8759.52,Medium,C1440492550,276094.71,267335.19,M363761193,0,0,0
282,CASH_OUT,42638.11,Medium,C527670815,0,0,C1532264700,300295.99,342934.1,0
370,CASH_IN,296968.65,Medium,C757692418,1030995.12,1327963.77,C858376760,1214776.21,917807.57,0
380,CASH_IN,275440.38,Medium,C1926585401,615659.82,891100.2,C1141399993,1012416.23,736975.84,0
43,CASH_OUT,350789.59,Medium,C1269861924,350789.59,0,C724251968,8785008.75,9135798.34,1
522,CASH_IN,110389.34,Medium,C767525034,2188195.15,2298584.5,C51628105,277016.18,166626.84,0
332,PAYMENT,13027.51,Medium,C1805244461,209561.75,196534.24,M482088872,0,0,0
299,CASH_OUT,453125.66,Medium,C1274660974,20822,0,C692617782,0,453125.66,0
328,CASH_OUT,219670.37,Medium,C2116086789,30874,0,C1922812977,0,219670.37,0
14,,187535.25,Medium,C60668657,9506341.49,9693876.74,C2003747638,386698.75,197825.76,0
355,CASH_OUT,131752.7,Medium,C619466471,34051,0,C709384906,15171.69,146924.39,0
478,PAYMENT,17148.69,Medium,C1975089537,0,,M357659320,0,0,0
34,CASH_OUT,51424.22,Medium,C1977213426,51424.22,0,C1445058573,87252.78,138677,1
134,CASH_IN,203045.67,Medium,C1118446659,4367248.85,4570294.52,C1950040319,272512.52,69466.85,0
603,TRANSFER,158879.1,Medium,C1226871955,158879.1,0,C1363273657,0,0,1
11,CASH_OUT,20507.98,Medium,C789711753,0,0,C406477119,,1363977.07,0
209,CASH_OUT,,,C886002948,0,0,C1966956495,7103914.35,7186936.15,0
504,TRANSFER,1380940.73,Medium,C355341825,1380940.73,0,C1803466498,0,0,1
139,CASH_OUT,195699.12,Medium,C1868995865,52926,0,C1082557832,296717.02,492416.14,0
203,CASH_OUT,250435.99,Medium,C270355665,,0,C1161837261,1215075.43,1465511.43,0
165,CASH_IN,90644.72,Medium,C583126989,680,91324.72,C1865661995,0,0,0
18,PAYMENT,8401.62,Medium,C1102846219,785335.78,776934.16,M1980706436,0,0,0
372,TRANSFER,2923356.25,Medium,C1312260902,2923356.25,0,C1724629227,0,0,1
13,CASH_IN,407815.47,Medium,C1960360697,7763,415578.47,C2015819826,19601975.286854673,0,0
304,TRANSFER,10000000,High,C1520251498,36290,0,C797205646,176722.43,10659023.32,0
228,CASH_IN,121821.08,Medium,C615203660,5082707.86,5204528.95,C1543123935,886761.45,764940.37,0
253,TRANSFER,2415826.18,Medium,C549084804,2415826.18,0,C47190955,0,0,1
256,CASH_OUT,253518.01,Medium,C1391900294,2638,0,C1138090020,0,253518.01,0
134,CASH_OUT,212034.21,Medium,C215204838,284,0,C18651350,3339910.87,,0
255,CASH_IN,,,C1965167160,2833641.11,2872837.63,C1159007022,49704.19,10507.68,0
317,CASH_OUT,487276.8,Medium,C731475693,487276.8,0,C1413151160,0,487276.8,1
283,PAYMENT,5366.33,Medium,C2046249925,0,0,M1323372690,0,0,0
309,PAYMENT,38869.96,Medium,C699187303,21756,,M1565189505,,0,0
95,PAYMENT,4088.84,Medium,C2020147500,,46272.16,M1145738329,0,0,0
39,PAYMENT,8778.6,Medium,C340497436,6208,0,M572592378,0,0,0
94,PAYMENT,391.99,Low,C1546935575,,0,M251549214,0,0,0
225,CASH_OUT,451413.05,Medium,C99368827,0,0,C1095849979,1933843.4,2385256.45,0
398,TRANSFER,489944.93,Medium,C8083838,489944.93,0,C896700136,0,0,1
28,CASH_OUT,491517.77,Medium,C1198658385,491517.77,0,C523126423,518777.34,1010295.11,1
46,CASH_IN,112462.47,Medium,C316578980,4547889.17,4660351.64,C1496565800,4497666.67,4385204.19,0
276,,23426.6,Medium,C95461322,61949,85375.6,C1753164174,2566769.71,2543343.12,0
377,CASH_OUT,,,C1816589571,107396,0,C991783444,78436.91,518795.58,0
327,CASH_IN,297502.58,Medium,C815214947,21736,319238.58,C1754391457,2849055.53,2551552.95,0
284,CASH_IN,56693.26,Medium,C1680478325,31239,87932.26,C223954426,0,0,0
254,CASH_OUT,139410.93,Medium,C1903866477,120,0,C832648427,353009.68,,0
71,CASH_OUT,304085.48,Medium,C1476565151,304085.48,0,C1637975724,152325.14,456410.63,1
402,CASH_OUT,41321.87,Medium,C1920192830,0,0,C1900845918,420624.73,565548.92,0
259,PAYMENT,812.97,Low,C387226413,16485,15672.03,M811593973,0,0,0
687,CASH_OUT,365741.28,Medium,C1644159117,0,0,C1627172071,4257107.35,4622848.62,0
713,TRANSFER,4130371.73,High,C589050166,4130371.73,0,C2115142048,0,0,1
8,PAYMENT,6937.53,Medium,C254081395,76543,69605.47,M1697839087,0,0,0
354,CASH_OUT,84338,Medium,C732382772,661060,576722,C1285592724,,1787878.27,0
43,CASH_OUT,176344.07,Medium,C661266439,0,0,C1988451596,7427031.84,7603375.91,0
375,PAYMENT,4604.6,Medium,C670294874,265,0,M660417091,0,0,0
479,TRANSFER,799517.33,Medium,C805718496,799517.33,0,C1770271268,0,0,1
33,PAYMENT,879.51,Low,C1815925555,11359,10479.49,M533407222,0,0,0
157,CASH_OUT,,,C805325750,0,0,C351394592,3472569.39,3781327.92,0
303,CASH_OUT,31980.29,Medium,C764044628,2978,0,C80705481,0,22764126.57717535,0
455,TRANSFER,2108589.59,Medium,C517758721,2108589.59,0,C121014715,0,0,1
173,CASH_OUT,364333.03,Medium,C1289446218,364333.03,0,C99354775,0,364333.03,1
298,CASH_OUT,140157.03,Medium,C1690182855,107152,0,C1548157022,0,140157.03,0
704,TRANSFER,1593189.25,Medium,C1100723027,,0,C37939872,0,0,1
563,CASH_OUT,633610.66,Medium,C382898342,633610.66,0,C1625958226,0,633610.66,1
365,CASH_OUT,155799.82,Medium,C834601814,155799.82,,C874278645,1605951.92,1761751.74,1
559,TRANSFER,127564.33,Medium,C315492632,127564.33,0,C1866365124,0,0,1
126,TRANSFER,5245375.3,High,C823324093,5245375.3,0,C1906616566,0,0,1
259,PAYMENT,10988.81,Medium,C515991019,0,0,M713776358,0,0,0
187,TRANSFER,1600847.03,Medium,C1367899347,,0,C273080945,0,1604138.86,0
550,TRANSFER,1613281.82,Medium,C1356014393,1613281.82,0,C855243703,0,0,1
282,CASH_IN,249747.26,Medium,C172601964,1175119.21,1424866.47,C1461304261,,1279104.51,0
698,TRANSFER,2360965.74,Medium,C652805984,2360965.74,0,C1997052415,0,0,1
332,,8000.49,Medium,C533288896,0,0,M1515342752,0,0,0
272,TRANSFER,253672.83,Medium,C1443107751,253672.83,0,C1668585491,0,0,1
300,CASH_IN,73012.2,Medium,C388014881,4769453.78,4842465.99,C1995571115,195794.99,122782.79,0
401,PAYMENT,24668.96,Medium,C359492467,18400.15,0,M1918884201,0,0,0
474,CASH_OUT,87167.88,Medium,C817565031,87167.88,0,C2032615769,421005.27,508173.15,1
355,CASH_OUT,883366.69,Medium,C149173089,883366.69,0,C504582825,2029536.87,2912903.56,1
635,CASH_OUT,344673.46,Medium,C87393659,344673.46,0,C1571788325,0,344673.46,1
11,CASH_IN,464272.9,Medium,C522853606,52493,516765.9,C1459595964,428091.54,0,0
715,TRANSFER,1390048.67,Medium,C1903139702,1390048.67,0,C1780389653,0,0,1
22,TRANSFER,,,C1472367087,2068118.36,,C52390890,,0,1
233,CASH_OUT,157353.39,Medium,C832741739,157353.39,0,C418719967,5073663.48,5231016.86,1
130,CASH_OUT,184950.13,Medium,C227982823,17410,0,C784989946,0,266683.37,0
483,TRANSFER,,,C701300416,526119.49,0,C2001415186,0,0,1
372,CASH_OUT,90261.93,Medium,C1109325361,0,0,C242313320,365812.97,456074.9,0
298,CASH_OUT,280091.97,Medium,C1563528330,18866,0,C1127997427,228623.34,508715.31,0
279,CASH_OUT,10000000,High,C517014062,10000000,0,C473496930,540392.1,10540392.1,1
702,TRANSFER,10000000,High,C485022724,33171085.59,23171085.59,C1852255407,0,0,1
401,PAYMENT,33126.76,Medium,C157660688,500123,466996.24,M2112186998,,0,0
406,PAYMENT,9734.29,Medium,C2095377505,125992,116257.71,M2088044112,0,0,0
490,PAYMENT,34675.63,Medium,C980066234,,0,M1184016082,0,0,0
373,CASH_IN,619237.97,Medium,C1344447811,4427,623664.97,C1208991542,,0,0
262,TRANSFER,218074.57,Medium,C1211163896,218074.57,0,C1493086567,0,0,1
299,CASH_IN,502380.68,Medium,C1251564957,640549.34,1142930.02,C1472656354,1006464.18,504083.49,0
67,TRANSFER,106460.7,Medium,C432380223,106460.7,0,C1583623584,0,0,1
396,TRANSFER,195020.28,Medium,C1662261886,35123,0,C1681711552,0,195020.28,0
133,PAYMENT,17289.74,Medium,C1086718864,,729746.26,M1732205826,0,0,0
486,CASH_OUT,143500.62,Medium,C1105017179,143500.62,0,C1386404249,0,,1
508,CASH_OUT,385050.58,Medium,C1629594935,385050.58,0,C1259203714,1482899.76,1867950.34,1
179,CASH_OUT,147739.63,Medium,C360721840,0,0,C1798895116,6205298.51,6353038.15,0
401,TRANSFER,282399.48,Medium,C1005413494,230,0,C2098312324,306672.83,589072.31,0
493,TRANSFER,1214511.61,Medium,C1579869749,1214511.61,0,C1291615113,0,0,1
166,,8050.78,Medium,C1850490424,0,0,M2043041315,0,0,0
139,PAYMENT,16318.79,Medium,C501918638,528857,512538.21,M4699508,0,0,0
351,TRANSFER,4129482.96,High,C1021520214,4129482.96,0,C1025216993,0,22764126.57717535,1
159,PAYMENT,11973.11,Medium,C1656347158,0,0,M1371403559,0,0,0
544,CASH_OUT,179997.78,Medium,C1670239272,179997.78,,C1954451827,55751.58,235749.36,1
11,PAYMENT,11036.14,Medium,C294155521,407564.85,396528.71,M160653736,0,0,0
279,PAYMENT,2484.84,Low,C1793883771,95678,93193.16,M1993602660,0,0,0
333,CASH_OUT,22238.85,Medium,C616883603,186528,164289.15,C2137661148,537199.33,559438.19,0
232,PAYMENT,8130.48,Medium,C597826147,100183,92052.52,M2025452323,0,0,0
450,CASH_OUT,9228514.1,High,C616477106,9228514.1,0,C1405637035,1088377.41,10316891.51,1
137,PAYMENT,,,C1007430349,20154,1017.13,M654030205,0,0,0
614,CASH_OUT,424700.99,Medium,C548890827,424700.99,0,C1881121071,646139.13,1070840.13,1
247,TRANSFER,2025628.87,Medium,C542081155,2025628.87,0,C1155430613,0,0,1
404,TRANSFER,10000000,High,C2023224715,12754759.04,2754759.04,C1730830963,0,0,1
397,CASH_OUT,175642.89,Medium,C1289398828,0,0,C85743834,678857.45,854500.34,0
624,CASH_OUT,10000000,High,C689619787,10000000,0,C1481530015,24439.23,10024439.23,1
321,CASH_OUT,59628.24,Medium,C1826008632,59628.24,0,C1992468113,686111.28,,1
436,CASH_OUT,59841.44,Medium,C1061422162,59841.44,0,C1799894308,0,59841.44,1
211,TRANSFER,157137.97,Medium,C195008073,,0,C390992716,,0,1
227,PAYMENT,15173.21,Medium,C323076800,0,0,M386100961,0,0,0
501,CASH_OUT,6183238.55,High,C1949843837,6183238.55,0,C392599315,1289583.48,7472822.03,1
263,TRANSFER,,,C991455479,273408.94,0,C1874866148,-17824680.14,0,1
257,PAYMENT,574.77,Low,C1961784984,0,0,M1818881869,0,0,0
371,PAYMENT,13425.92,Medium,C477305764,0,0,M112386084,0,0,0
688,CASH_IN,309053.47,Medium,C760450664,37070,346123.47,C2014938261,,0,0
181,CASH_OUT,248410,Medium,C1623853024,28302,0,C1338036610,7575.53,255985.52,0
240,TRANSFER,723782.37,Medium,C1106941921,723782.37,0,C130285450,0,0,1
730,CASH_OUT,185488.23,Medium,C1153115525,185488.23,0,C1531209289,0,185488.23,1
164,PAYMENT,2261.56,Low,C640802561,0,0,M1629299334,0,0,0
331,PAYMENT,3533.67,Medium,C751024928,0,0,M91865365,,0,0
322,CASH_OUT,119316.09,Medium,C31138076,24199,0,C36724698,756002.58,875318.68,0
282,PAYMENT,1649.21,Low,C1123824254,0,0,M1051338178,0,0,0
457,TRANSFER,1017016.67,Medium,C870245711,1017016.67,0,C143653184,0,0,1
377,PAYMENT,3012.63,Low,C1094656391,28,0,M1204776067,0,0,0
402,CASH_IN,16810.91,Medium,C1524337132,4660166.96,4676977.87,C994276938,184022.84,167211.93,0
155,CASH_OUT,51767.57,Medium,C1704893838,0,0,C2053935664,255279.58,307047.16,0
281,CASH_OUT,23918.28,Medium,C1430896573,100210,76291.72,C182045323,0,23918.28,0
616,TRANSFER,1265656.44,Medium,C782995006,1265656.44,0,C1783458447,0,0,1
134,CASH_IN,112972.9,Medium,C1403912030,42169,155141.9,C1404268507,0,0,0
41,CASH_OUT,107361.47,Medium,C1070863027,0,0,C731607418,407785.22,515146.69,0
140,PAYMENT,6364.87,Medium,C170088008,0,0,M980117196,0,0,0
394,CASH_OUT,3610.36,Medium,C1126599515,0,0,C1546466868,10574960.17,10578570.54,0
8,CASH_OUT,43092,Medium,C1395071924,,0,C79685693,660641.74,1158662.9,1
595,CASH_OUT,182606.51,Medium,C348322318,45254,0,C1787761547,4686722.2,4869328.71,0
140,CASH_OUT,101788.92,Medium,C204899317,153564,51775.08,C1836523948,48333.21,150122.12,0
302,CASH_OUT,633384.46,Medium,C1908168438,633384.46,0,C1252960751,0,633384.46,1
326,PAYMENT,30293.59,Medium,C1725107914,0,,M1167551097,0,0,0
68,CASH_OUT,281743.12,Medium,C47524114,281743.12,0,C645628840,158099.98,439843.09,1
588,CASH_OUT,187128.57,Medium,C1552716986,187128.57,0,C562686021,846965.44,1034094.01,1
133,PAYMENT,57102.45,Medium,C1437185640,200838,,M765380023,0,0,0
741,TRANSFER,48442.88,Medium,C1112979339,48442.88,0,C2114078084,0,0,1
540,PAYMENT,13568.56,Medium,C799584776,0,0,M1309366890,0,0,0
682,TRANSFER,368951.94,Medium,C1613048807,368951.94,0,C1093117113,0,0,1
